date,close
1529054993,6586.76
1529054993,6586.76
1529054996,6586.76
1529054996,6586.76
1529055003,6586.76
1529055003,6586.76
1529055005,6586.76
1529055005,6586.76
1529055006,6586.75
1529055005,6586.76
1529055005,6586.76
1529055006,6586.75
1529055006,6586.75
1529055014,6585.86
1529055017,6585.67
1529055013,6585.87
1529055013,6585.87
1529055017,6585.67
1529055017,6585.67
1529055021,6585.24
1529055026,6585.23
1529055026,6585.23
1529055026,6585.23
1529055028,6584.16
1529055028,6584.16
1529055028,6584.16
1529055030,6584.15
1529055033,6583.94
1529056366,6597.52
1529056366,6597.52
1529056370,6597.51
1529056370,6597.51
1529056370,6597.51
1529056370,6597.51
1529056370,6597.51
1529056378,6598.03
1529056378,6598.03
1529056373,6597.61
1529056373,6597.61
1529056381,6598.03
1529056381,6598.03
1529056383,6597.45
1529056383,6597.45
1529056385,6597.45
1529056385,6597.45
1529056385,6597.45
1529056388,6598.02
1529056388,6598.02
1529056393,6596.83
1529056395,6598.03
1529056395,6598.03
1529056399,6598.00
1529056403,6597.97
1529056403,6597.97
1529056406,6598.03
1529056406,6598.03
1529056405,6596.73
1529056405,6596.73
1529056406,6598.03
1529056406,6598.03
1529056410,6598.02
1529056410,6598.02
1529056415,6598.01
1529056417,6596.93
1529056417,6596.93
1529056420,6598.03
1529056420,6598.03
1529056422,6598.03
1529056422,6598.03
1529056427,6598.01
1529056427,6598.01
1529056425,6598.02
1529056425,6598.02
1529056431,6597.95
1529056431,6597.95
1529056431,6597.95
1529056431,6597.95
1529056434,6596.92
1529056434,6596.92
1529056434,6596.92
1529056444,6597.77
1529056444,6597.77
1529056445,6597.77
1529056445,6597.77
1529056449,6598.03
1529056449,6598.03
1529056449,6598.03
1529056449,6598.03
1529056452,6597.98
1529056452,6597.98
1529056458,6597.96
1529056458,6597.96
1529056458,6597.96
1529056462,6598.03
1529056462,6598.03
1529056463,6598.01
1529056463,6598.01
1529056466,6598.03
1529056466,6598.03
1529056464,6598.03
1529056464,6598.03
1529056469,6598.02
1529056472,6597.93
1529056472,6597.93
1529056478,6599.96
1529056478,6599.96
1529056477,6599.96
1529056477,6599.96
1529056485,6599.89
1529056485,6599.89
1529056485,6599.89
1529056488,6599.83
1529056488,6599.83
1529056486,6599.86
1529056486,6599.86
1529056493,6597.73
1529056493,6597.73
1529056498,6597.77
1529056498,6597.77
1529056495,6597.78
1529056495,6597.78
1529056498,6597.77
1529056501,6597.78
1529056501,6597.78
1529056507,6597.68
1529056507,6597.68
1529056504,6597.69
1529056504,6597.69
1529056514,6598.07
1529056514,6598.07
1529056514,6598.07
1529056511,6598.07
1529056516,6599.85
1529056516,6599.85
1529056520,6599.98
1529056520,6599.98
1529056522,6599.98
1529056522,6599.98
1529056529,6598.04
1529056529,6598.04
1529056527,6598.04
1529056527,6598.04
1529056527,6598.04
1529056529,6598.04
1529056529,6598.04
1529056539,6597.99
1529056539,6597.99
1529056540,6597.98
1529056540,6597.98
1529056544,6599.12
1529056544,6599.12
1529056547,6598.84
1529056548,6598.81
1529056548,6598.81
1529056548,6598.81
1529056548,6598.81
1529056550,6598.74
1529056550,6598.74
1529056555,6596.12
1529056558,6596.82
1529056558,6596.82
1529056557,6596.58
1529056557,6596.58
1529056565,6597.50
1529056565,6597.50
1529056565,6597.50
1529056565,6597.50
1529056565,6597.50
1529056565,6597.50
1529056568,6598.07
1529056568,6598.07
1529056573,6599.01
1529056573,6599.01
1529056574,6599.01
1529056574,6599.01
1529056576,6599.01
1529056584,6598.88
1529056584,6598.88
1529056583,6598.88
1529056583,6598.88
1529056590,6599.62
1529056590,6599.62
1529056590,6599.62
1529056589,6600.00
1529056589,6600.00
1529056589,6600.00
1529056597,6599.53
1529056597,6599.53
1529056600,6597.73
1529056600,6597.73
1529056599,6599.34
1529056599,6599.34
1529056604,6597.73
1529056605,6597.73
1529056606,6597.73
1529056606,6597.73
1529056614,6596.30
1529056613,6596.32
1529056613,6596.32
1529056616,6596.30
1529056616,6596.30
1529056616,6596.30
1529056616,6596.30
1529056623,6595.46
1529056623,6595.46
1529056621,6595.46
1529056621,6595.46
1529056626,6595.46
1529056626,6595.46
1529056626,6595.46
