date,close
1529054184,6585.00
1529054186,6585.00
1529054186,6585.00
1529054189,6584.80
1529054189,6584.80
1529054267,6593.65
1529054267,6593.65
1529054265,6593.66
1529054274,6593.46
1529054273,6593.47
1529054273,6593.47
1529054273,6593.47
1529054273,6593.47
1529054276,6593.42
1529054281,6593.42
1529054281,6593.42
1529054281,6593.42
1529054287,6589.68
1529054287,6589.68
1529054289,6588.25
1529054289,6588.25
1529054287,6589.68
1529054289,6588.25
1529054289,6588.25
1529054297,6580.61
1529054297,6580.61
1529054298,6580.61
1529054298,6580.61
1529054302,6580.51
1529054302,6580.51
1529054305,6580.60
1529054305,6580.60
1529054302,6580.51
1529054305,6580.60
1529054305,6580.60
1529054314,6580.47
1529054314,6580.47
1529054314,6580.47
1529054314,6580.47
1529054316,6580.43
1529054316,6580.43
1529054316,6580.43
1529054323,6580.43
1529054323,6580.43
1529054326,6579.77
1529054326,6579.77
1529054327,6580.42
1529054327,6580.42
1529054329,6575.19
1529054329,6575.19
1529054333,6575.43
1529054336,6575.35
1529054336,6575.35
1529054336,6575.35
1529054339,6575.06
1529054339,6575.06
1529054342,6575.02
1529054346,6575.02
1529054346,6575.02
1529054344,6575.02
1529054344,6575.02
1529054344,6575.02
1529054344,6575.02
1529054351,6575.02
1529054351,6575.02
1529054351,6575.02
1529054354,6568.00
1529054354,6568.00
1529054359,6571.38
1529054359,6571.38
1529054363,6574.23
1529054363,6574.23
1529054367,6574.23
1529054367,6574.23
1529054368,6574.98
1529054368,6574.98
1529054369,6574.98
1529054373,6574.98
1529054373,6574.98
1529054374,6574.98
1529054374,6574.98
1529054376,6575.34
1529054382,6574.97
1529054382,6574.97
1529054383,6575.35
1529054383,6575.35
1529054385,6579.21
1529054385,6579.21
1529054390,6579.69
1529054390,6579.69
1529054388,6579.74
1529054388,6579.74
1529054396,6579.75
1529054396,6579.75
1529054396,6579.75
1529054396,6579.75
1529054401,6579.73
1529054401,6579.73
1529054400,6579.73
1529054405,6568.67
1529054405,6568.67
1529054403,6579.72
1529054403,6579.72
1529054405,6568.67
1529054405,6568.67
1529054412,6573.79
1529054413,6575.53
1529054413,6575.53
1529054416,6573.73
1529054416,6573.73
1529054419,6573.98
1529054419,6573.98
1529054425,6567.02
1529054428,6567.16
1529054428,6567.16
1529054429,6573.67
1529054429,6573.67
1529054429,6573.67
1529054429,6573.67
1529054431,6572.14
1529054431,6572.14
1529054438,6572.89
1529054438,6572.89
1529054440,6572.89
1529054440,6572.89
1529054440,6572.89
1529054440,6572.89
1529054440,6572.89
1529054450,6572.89
1529054450,6572.89
1529054450,6572.89
1529054450,6572.89
1529054453,6572.88
1529054453,6572.88
1529054453,6572.88
1529054453,6572.88
1529054460,6574.60
1529054460,6574.60
1529054462,6574.55
1529054462,6574.55
1529054462,6574.55
1529054469,6576.42
1529054469,6576.42
1529054468,6576.42
1529054468,6576.42
1529054468,6576.42
1529054475,6573.70
1529054475,6573.70
1529054477,6576.26
1529054477,6576.26
1529054480,6576.99
1529054480,6576.99
1529054485,6576.99
1529054486,6576.99
1529054486,6576.99
1529054489,6576.76
1529054489,6576.76
1529054489,6576.76
1529054489,6576.76
1529054492,6575.69
1529054495,6576.99
1529054494,6576.10
1529054494,6576.10
1529054497,6567.18
1529054500,6567.99
1529054500,6567.99
1529054503,6567.99
1529054505,6567.99
1529054504,6567.99
1529054504,6567.99
1529054505,6567.99
1529054509,6567.99
1529054509,6567.99
1529054512,6571.99
1529054511,6574.99
1529054517,6571.99
1529054517,6571.99
1529054518,6571.99
1529054518,6571.99
1529054519,6571.99
1529054519,6571.99
1529054528,6571.99
1529054528,6571.99
1529054525,6576.98
1529054525,6576.98
1529054532,6571.99
1529054532,6571.99
1529054532,6571.99
1529054532,6571.99
1529054532,6571.99
1529054534,6571.99
1529054534,6571.99
1529054538,6571.99
1529054538,6571.99
1529054546,6571.94
1529054546,6571.94
1529054544,6571.99
1529054548,6571.94
1529054548,6571.94
1529054979,6583.91
1529054979,6583.91
1529054980,6587.30
1529054980,6587.30
1529054984,6586.77
1529054986,6586.33
1529054986,6586.33
1529054995,6586.76
1529054995,6586.76
